"","id","bathrooms","bedrooms","currency","fee","has_photo","pets_allowed","price","price_display","price_type","square_feet","cityname","state"
"64",5668620616,"1","1","USD","No","Thumbnail","None",1175,"$1,175","Monthly",250,"Brentwood","CA"
"65",5664571823,"1","1","USD","No","Thumbnail","None",1155,"$1,155","Monthly",250,"San Rafael","CA"
"66",5664573458,"1","1","USD","No","Thumbnail","None",1150,"$1,150","Monthly",250,"North Potomac","MD"
"67",5668624849,"1","1","USD","No","Thumbnail","None",1145,"$1,145","Monthly",250,"Andover","MA"
"68",5668624024,"1","1","USD","No","Thumbnail","None",1135,"$1,135","Monthly",250,"Oakland","CA"
"69",5668623989,"1","1","USD","No","Thumbnail","None",1115,"$1,115","Monthly",250,"San Pablo","CA"
"70",5664596354,"1","0","USD","No","Thumbnail","None",1095,"$1,095","Monthly",250,"Chicago","IL"
"71",5668624552,"1","1","USD","No","Thumbnail","None",1090,"$1,090","Monthly",250,"Alexandria","VA"
"72",5664577920,"1","1","USD","No","Thumbnail","None",1075,"$1,075","Monthly",250,"Chicago","IL"
"73",5668623116,"1","1","USD","No","Thumbnail","None",1050,"$1,050","Monthly",250,"Thousand Oaks","CA"
"74",5668623643,"1","1","USD","No","Thumbnail","None",1050,"$1,050","Monthly",250,"Denver","CO"
"75",5664574855,"1","1","USD","No","Thumbnail","None",1045,"$1,045","Monthly",250,"Burke","VA"
"76",5668624504,"1","1","USD","No","Thumbnail","None",1025,"$1,025","Monthly",250,"Bellevue","WA"
"77",5664574093,"1","1","USD","No","Thumbnail","None",1025,"$1,025","Monthly",250,"null","null"
"78",5664568674,"1","1","USD","No","Thumbnail","None",1005,"$1,005","Monthly",250,"Wilton","CA"
"79",5668623133,"1","1","USD","No","Thumbnail","None",1000,"$1,000","Monthly",250,"Woodland Hills","CA"
"80",5668624299,"1","1","USD","No","Thumbnail","None",1000,"$1,000","Monthly",250,"Miami","FL"
"81",5668624350,"1","1","USD","No","Thumbnail","None",1000,"$1,000","Monthly",250,"Hyattsville","MD"
"82",5664571557,"1","1","USD","No","Thumbnail","None",1000,"$1,000","Monthly",250,"Westminster","CO"
"83",5664570140,"1","1","USD","No","Thumbnail","None",1000,"$1,000","Monthly",250,"Aurora","CO"
"84",5664571542,"1","1","USD","No","Thumbnail","None",1000,"$1,000","Monthly",250,"Arvada","CO"
"85",5659898514,"1","1","USD","No","Thumbnail","None",1000,"$1,000","Monthly",250,"Seal Beach","CA"
"86",5668624441,"1","1","USD","No","Thumbnail","None",975,"$975","Monthly",250,"San Marcos","CA"
"87",5664578591,"1","1","USD","No","Thumbnail","None",965,"$965","Monthly",250,"Medford Lakes","NJ"
"88",5668624721,"1","1","USD","No","Thumbnail","None",955,"$955","Monthly",250,"Glen Burnie","MD"
"89",5664571537,"1","1","USD","No","Thumbnail","None",950,"$950","Monthly",250,"Littleton","CO"
"90",5664571551,"1","1","USD","No","Thumbnail","None",950,"$950","Monthly",250,"Aurora","CO"
"91",5664572242,"1","1","USD","No","Thumbnail","None",930,"$930","Monthly",250,"Concord","CA"
"92",5668619413,"1","1","USD","No","Thumbnail","None",925,"$925","Monthly",250,"Lafayette","CO"
"93",5664574194,"1","1","USD","No","Thumbnail","None",925,"$925","Monthly",250,"Chula Vista","CA"
"94",5664571566,"1","1","USD","No","Thumbnail","None",925,"$925","Monthly",250,"Glen Burnie","MD"
"95",5668612560,"1","1","USD","No","Thumbnail","None",915,"$915","Monthly",250,"Highlands Ranch","CO"
"96",5668624591,"1","1","USD","No","Thumbnail","None",900,"$900","Monthly",250,"Laurel","MD"
"97",5668622471,"1","1","USD","No","Thumbnail","None",900,"$900","Monthly",250,"Orlando","FL"
"98",5668619405,"1","1","USD","No","Thumbnail","None",900,"$900","Monthly",250,"Boulder","CO"
"99",5664571546,"1","1","USD","No","Thumbnail","None",900,"$900","Monthly",250,"Aurora","CO"
"100",5659899184,"1","1","USD","No","Thumbnail","None",900,"$900","Monthly",250,"La Puente","CA"
"101",5648113751,"1","1","USD","No","Thumbnail","None",900,"$900","Monthly",250,"Anaheim","CA"
"102",5664570238,"1","1","USD","No","Thumbnail","None",895,"$895","Monthly",250,"Commerce City","CO"
"103",5664571538,"1","1","USD","No","Thumbnail","None",895,"$895","Monthly",250,"Arvada","CO"
"104",5664574816,"1","1","USD","No","Thumbnail","None",875,"$875","Monthly",250,"Arlington","VA"
"105",5668619515,"1","1","USD","No","Thumbnail","None",865,"$865","Monthly",250,"Naples","FL"
"106",5668624193,"1","1","USD","No","Thumbnail","None",865,"$865","Monthly",250,"Atlanta","GA"
"107",5668622813,"1","1","USD","No","Thumbnail","None",860,"$860","Monthly",250,"Sarasota","FL"
"108",5668623669,"1","1","USD","No","Thumbnail","None",855,"$855","Monthly",250,"Aurora","CO"
"109",5668624596,"1","1","USD","No","Thumbnail","None",850,"$850","Monthly",250,"Lorton","VA"
"110",5668619325,"1","1","USD","No","Thumbnail","None",850,"$850","Monthly",250,"Fort Lupton","CO"
"111",5668624585,"1","1","USD","No","Thumbnail","None",850,"$850","Monthly",250,"Woodbridge","VA"
"112",5668622159,"1","1","USD","No","Thumbnail","None",850,"$850","Monthly",250,"Nashville","TN"
"113",5664574103,"1","1","USD","No","Thumbnail","None",850,"$850","Monthly",250,"Saint Petersburg","FL"
"114",5664569721,"1","1","USD","No","Thumbnail","None",850,"$850","Monthly",250,"Portland","OR"
"115",5664575324,"1","1","USD","No","Thumbnail","None",825,"$825","Monthly",250,"Joppa","MD"
"116",5668624279,"1","1","USD","No","Thumbnail","None",805,"$805","Monthly",250,"Atlanta","GA"
"117",5668619409,"1","1","USD","No","Thumbnail","None",800,"$800","Monthly",250,"Broomfield","CO"
"118",5668623652,"1","1","USD","No","Thumbnail","None",800,"$800","Monthly",250,"Englewood","CO"
"119",5668624325,"1","1","USD","No","Thumbnail","None",800,"$800","Monthly",250,"Potomac","MD"
"120",5668622638,"1","1","USD","No","Thumbnail","None",800,"$800","Monthly",250,"Deltona","FL"
"121",5668622770,"1","1","USD","No","Thumbnail","None",800,"$800","Monthly",250,"Lodi","CA"
"122",5664567290,"1","1","USD","No","Thumbnail","None",800,"$800","Monthly",250,"Jacksonville","FL"
"123",5668623636,"1","1","USD","No","Thumbnail","None",795,"$795","Monthly",250,"Parker","CO"
"124",5668622755,"1","1","USD","No","Thumbnail","None",785,"$785","Monthly",250,"Fountain","CO"
"125",5668619495,"1","1","USD","No","Thumbnail","None",785,"$785","Monthly",250,"Fort Collins","CO"
"126",5668619485,"1","1","USD","No","Thumbnail","None",760,"$760","Monthly",250,"Loveland","CO"
"127",5668622484,"1","1","USD","No","Thumbnail","None",755,"$755","Monthly",250,"Longwood","FL"
"128",5668619712,"1","1","USD","No","Thumbnail","None",755,"$755","Monthly",250,"Bear","DE"
"129",5668614798,"1","1","USD","No","Thumbnail","None",755,"$755","Monthly",250,"Hummelstown","PA"
"130",5668623963,"1","1","USD","No","Thumbnail","None",750,"$750","Monthly",250,"Riverside","CA"
"131",5668620774,"1","1","USD","No","Thumbnail","None",750,"$750","Monthly",250,"Port Saint Lucie","FL"
"132",5668624602,"1","1","USD","No","Thumbnail","None",750,"$750","Monthly",250,"Germantown","MD"
"133",5659898660,"1","1","USD","No","Thumbnail","None",750,"$750","Monthly",250,"Charlotte","NC"
"134",5668622131,"1","1","USD","No","Thumbnail","None",725,"$725","Monthly",250,"Nashville","TN"
"135",5664573229,"1","1","USD","No","Thumbnail","None",725,"$725","Monthly",250,"Hiram","GA"
"136",5668622573,"1","1","USD","No","Thumbnail","None",720,"$720","Monthly",250,"Converse","TX"
"137",5668624702,"1","1","USD","No","Thumbnail","None",705,"$705","Monthly",250,"Houston","TX"
"138",5668625131,"1","1","USD","No","Thumbnail","None",700,"$700","Monthly",250,"Apache Junction","AZ"
"139",5668622362,"1","1","USD","No","Thumbnail","None",700,"$700","Monthly",250,"Austin","TX"
"140",5668619397,"1","1","USD","No","Thumbnail","None",700,"$700","Monthly",250,"Broomfield","CO"
"141",5668625134,"1","1","USD","No","Thumbnail","None",700,"$700","Monthly",250,"Scottsdale","AZ"
"142",5668622438,"1","1","USD","No","Thumbnail","None",700,"$700","Monthly",250,"Orlando","FL"
"143",5664575334,"1","1","USD","No","Thumbnail","None",700,"$700","Monthly",250,"Baltimore","MD"
"144",5664571532,"1","1","USD","No","Thumbnail","None",700,"$700","Monthly",250,"Centennial","CO"
"145",5664571534,"1","1","USD","No","Thumbnail","None",700,"$700","Monthly",250,"Lakewood","CO"
"146",5664570380,"1","1","USD","No","Thumbnail","None",700,"$700","Monthly",250,"Kyle","TX"
"147",5668620019,"1","0","USD","No","Thumbnail","Cats,Dogs",695,"$695","Monthly",250,"Cedar Falls","IA"
"148",5664577738,"1","1","USD","No","Thumbnail","None",695,"$695","Monthly",250,"Summit","IL"
"149",5668622919,"1","1","USD","No","Thumbnail","None",685,"$685","Monthly",250,"Columbia","SC"
"150",5664577241,"1","1","USD","No","Thumbnail","None",685,"$685","Monthly",250,"Phoenix","AZ"
"151",5664574886,"1","1","USD","No","Thumbnail","None",675,"$675","Monthly",250,"Houston","TX"
"152",5642321533,"1","1","USD","No","Thumbnail","None",675,"$675","Monthly",250,"Coon Rapids","MN"
"153",5664577303,"1","1","USD","No","Thumbnail","None",660,"$660","Monthly",250,"Phoenix","AZ"
"154",5668623923,"1","1","USD","No","Thumbnail","None",650,"$650","Monthly",250,"Baltimore","MD"
"155",5668620500,"1","1","USD","No","Thumbnail","None",650,"$650","Monthly",250,"Salem","OR"
"156",5668619341,"1","1","USD","No","Thumbnail","None",650,"$650","Monthly",250,"Chiefland","FL"
"157",5664569086,"1","1","USD","No","Thumbnail","None",650,"$650","Monthly",250,"San Antonio","TX"
"158",5664568007,"1","1","USD","No","Thumbnail","None",650,"$650","Monthly",250,"Antioch","TN"
"159",5668620584,"1","1","USD","No","Thumbnail","None",645,"$645","Monthly",250,"Surfside Beach","SC"
"160",5659898888,"1","1","USD","No","Thumbnail","None",645,"$645","Monthly",250,"Charlotte","NC"
"161",5668622807,"1","1","USD","No","Thumbnail","None",625,"$625","Monthly",250,"Venice","FL"
"162",5668622658,"1","1","USD","No","Thumbnail","None",625,"$625","Monthly",250,"null","null"
"163",5664577304,"1","1","USD","No","Thumbnail","None",610,"$610","Monthly",250,"Phoenix","AZ"
"164",5668619634,"1","1","USD","No","Thumbnail","None",600,"$600","Monthly",250,"Spring Hill","FL"
"165",5668623447,"1","1","USD","No","Thumbnail","None",600,"$600","Monthly",250,"Tucson","AZ"
"166",5668624231,"1","1","USD","No","Thumbnail","None",600,"$600","Monthly",250,"Dunwoody","GA"
"167",5668619318,"1","1","USD","No","Thumbnail","None",600,"$600","Monthly",250,"Santa Cruz","CA"
"168",5664573938,"1","1","USD","No","Thumbnail","None",600,"$600","Monthly",250,"Tampa","FL"
"169",5664598050,"1","1","USD","No","Thumbnail","None",600,"$600","Monthly",250,"Houghton","MI"
"170",5664579687,"1","1","USD","No","Thumbnail","None",600,"$600","Monthly",250,"Raleigh","NC"
"171",5668618570,"1","1","USD","No","Thumbnail","None",595,"$595","Monthly",250,"New Canton","VA"
"172",5668619650,"1","1","USD","No","Thumbnail","None",580,"$580","Monthly",250,"Vero Beach","FL"
"173",5668620590,"1","1","USD","No","Thumbnail","None",575,"$575","Monthly",250,"Coatesville","PA"
"174",5664568706,"1","1","USD","No","Thumbnail","None",575,"$575","Monthly",250,"Winter Springs","FL"
"175",5668623914,"1","1","USD","No","Thumbnail","None",550,"$550","Monthly",250,"Clarksville","MD"
"176",5668625024,"1","1","USD","No","Thumbnail","None",550,"$550","Monthly",250,"Springfield","VA"
"177",5668620580,"1","1","USD","No","Thumbnail","None",500,"$500","Monthly",250,"Little River","SC"
"178",5668624678,"1","1","USD","No","Thumbnail","None",500,"$500","Monthly",250,"Bacliff","TX"
"179",5668614356,"1","1","USD","No","Thumbnail","None",500,"$500","Monthly",250,"Paulden","AZ"
"180",5668614767,"1","1","USD","No","Thumbnail","Cats,Dogs",499,"$499","Monthly",250,"Frankfort","KY"
"181",5664577170,"1","1","USD","No","Thumbnail","None",495,"$495","Monthly",250,"Phoenix","AZ"
"182",5664571561,"1","1","USD","No","Thumbnail","None",200,"$200","Monthly",250,"Mount Airy","MD"
"183",5668639806,"1","0","USD","No","Thumbnail","Cats,Dogs",1325,"$1,325","Monthly",253,"Seattle","WA"
"184",5668639575,"1","0","USD","No","Thumbnail","Cats,Dogs",1400,"$1,400","Monthly",255,"Kirkland","WA"
"185",5668612986,"1","0","USD","No","Thumbnail","Cats,Dogs",1995,"$1,995","Monthly",258,"San Francisco","CA"
"186",5668616388,"1","1","USD","No","Thumbnail","Cats",710,"$710","Monthly",265,"Madison","WI"
"187",5668616880,"1","1","USD","No","Thumbnail","Cats,Dogs",1659,"$1,659","Monthly",272,"Washington","DC"
"188",5668623998,"1","1","USD","No","Thumbnail","None",1600,"$1,600","Monthly",272,"San Leandro","CA"
"189",5668621331,"1","1","USD","No","Thumbnail","Cats,Dogs",850,"$850","Monthly",273,"Bloomington","IN"
"190",5664583637,"1","0","USD","No","Thumbnail","Cats",1900,"$1,900","Monthly",275,"Corona Del Mar","CA"
"191",5659899312,"1","1","USD","No","Thumbnail","None",1505,"$1,505","Monthly",275,"Los Angeles","CA"
"192",5664577215,"1","1","USD","No","Thumbnail","None",900,"$900","Monthly",275,"Gilbert","AZ"
"193",5668625245,"1","0","USD","No","Thumbnail","Cats",892,"$892","Monthly",275,"Chicago","IL"
"194",5509021365,"1","1","USD","No","Yes","null",705,"$705","Monthly",275,"Cincinnati","OH"
"195",5668624587,"1","1","USD","No","Thumbnail","None",1240,"$1,240","Monthly",280,"Oxon Hill","MD"
"196",5668640480,"1","1","USD","No","Thumbnail","Cats,Dogs",870,"$870","Monthly",285,"Anchorage","AK"
"197",5668637373,"1","0","USD","No","Thumbnail","Cats,Dogs",1095,"$1,095","Monthly",286,"Chicago","IL"
"198",5668637855,"1","0","USD","No","Thumbnail","Cats,Dogs",1350,"$1,350","Monthly",288,"Seattle","WA"
"199",5509169687,"1","1","USD","No","Yes","null",865,"$865","Monthly",288,"Oakdale","PA"
"200",5664573764,"1","1","USD","No","Thumbnail","Cats,Dogs",690,"$690","Monthly",288,"Tampa","FL"
"201",5668632975,"1","0","USD","No","Thumbnail","Cats,Dogs",1099,"$1,099","Monthly",290,"Portland","OR"
"202",5659898774,"1","1","USD","No","Thumbnail","Cats",700,"$700","Monthly",290,"Minneapolis","MN"
"203",5668632499,"1","0","USD","No","Thumbnail","None",850,"$850","Monthly",296,"Iowa City","IA"
"204",5668636664,"1","0","USD","No","Thumbnail","Cats,Dogs",2200,"$2,200","Monthly",300,"Palo Alto","CA"
"205",5509253425,"1","1","USD","No","Yes","null",2112,"$2,112","Monthly",300,"Ramsey","NJ"
"206",5509211069,"1","1","USD","No","Yes","null",1868,"$1,868","Monthly",300,"Monrovia","CA"
"207",5509158718,"1","1","USD","No","Yes","null",1785,"$1,785","Monthly",300,"Farmington","CT"
"208",5508863370,"1","1","USD","No","Thumbnail","Cats,Dogs",1575,"$1,575","Monthly",300,"Los Angeles","CA"
"209",5508996417,"1","1","USD","No","Yes","null",1534,"$1,534","Monthly",300,"Gaithersburg","MD"
"210",5509160060,"1","1","USD","No","Yes","null",1470,"$1,470","Monthly",300,"Manchester","CT"
"211",5509135990,"1","1","USD","No","Yes","null",1470,"$1,470","Monthly",300,"Glen Burnie","MD"
"212",5509127645,"1","1","USD","No","Yes","Cats,Dogs",1470,"$1,470","Monthly",300,"Columbia","MD"
"213",5668624897,"1","2","USD","No","Thumbnail","None",1425,"$1,425","Monthly",300,"Brooklyn","NY"
"214",5509177914,"1","1","USD","No","Yes","null",1386,"$1,386","Monthly",300,"Linthicum Heights","MD"
"215",5668634764,"1","0","USD","No","Thumbnail","None",1195,"$1,195","Monthly",300,"Seattle","WA"
"216",5668628557,"1","1","USD","No","Thumbnail","Cats,Dogs",995,"$995","Monthly",300,"Chicago","IL"
"217",5509171057,"1","0","USD","No","Thumbnail","null",975,"$975","Monthly",300,"Long Beach","CA"
"218",5668614256,"1","1","USD","No","Thumbnail","Cats,Dogs",911,"$911","Monthly",300,"Chicago","IL"
"219",5664597909,"1","0","USD","No","Thumbnail","Cats,Dogs",900,"$900","Monthly",300,"Austin","TX"
"220",5668619492,"1","1","USD","No","Thumbnail","None",800,"$800","Monthly",300,"Fort Collins","CO"
"221",5668624249,"1","1","USD","No","Thumbnail","None",800,"$800","Monthly",300,"Decatur","GA"
"222",5664570231,"1","1","USD","No","Thumbnail","None",795,"$795","Monthly",300,"Denver","CO"
"223",5637621543,"1","1","USD","No","Thumbnail","Cats",795,"$795","Monthly",300,"Sarasota","FL"
"224",5664579914,"1","1","USD","No","Thumbnail","Cats,Dogs",775,"$775","Monthly",300,"Milwaukee","WI"
"225",5668628540,"1","0","USD","No","Thumbnail","None",760,"$760","Monthly",300,"Chicago","IL"
"226",5664573918,"1","1","USD","No","Thumbnail","None",750,"$750","Monthly",300,"Wesley Chapel","FL"
"227",5668615025,"1","1","USD","No","Thumbnail","None",725,"$725","Monthly",300,"Tiverton","RI"
"228",5668624253,"1","1","USD","No","Thumbnail","None",700,"$700","Monthly",300,"Stockbridge","GA"
"229",5668625646,"1","1","USD","No","Thumbnail","None",650,"$650","Monthly",300,"Columbus","OH"
"230",5668638112,"1","1","USD","No","Thumbnail","Cats,Dogs",595,"$595","Monthly",300,"Grand Junction","CO"
"231",5668621247,"1","1","USD","No","Thumbnail","Cats",590,"$590","Monthly",300,"Bloomington","IN"
"232",5668621262,"1","2","USD","No","Thumbnail","None",590,"$590","Monthly",300,"Bloomington","IN"
"233",5668621281,"1","2","USD","No","Thumbnail","None",585,"$585","Monthly",300,"Bloomington","IN"
"234",5668621439,"1","2","USD","No","Thumbnail","None",580,"$580","Monthly",300,"Champaign","IL"
"235",5653562744,"1","1","USD","No","Thumbnail","None",400,"$400","Monthly",300,"Raleigh","NC"
"236",5625835116,"null","null","USD","No","Thumbnail","Cats,Dogs",275,"$275 Monthly|Weekly","Monthly|Weekly",300,"Lakeland","FL"
"237",5668611625,"1","1","USD","No","Thumbnail","Cats,Dogs",1195,"$1,195","Monthly",301,"Reno","NV"
"238",5668611633,"1","1","USD","No","Thumbnail","Cats,Dogs",1094,"$1,094","Monthly",306,"Reno","NV"
"239",5668618430,"1","0","USD","No","Thumbnail","None",725,"$725","Monthly",308,"West Lafayette","IN"
"240",5668640814,"1","0","USD","No","Thumbnail","Cats,Dogs",1099,"$1,099","Monthly",309,"Portland","OR"
"241",5668613174,"1","2","USD","No","Thumbnail","None",1222,"$1,222","Monthly",310,"Lowell","MA"
"242",5668613088,"1","0","USD","No","Thumbnail","Cats,Dogs",2195,"$2,195","Monthly",313,"San Francisco","CA"
"243",5664572479,"1","1","USD","No","Thumbnail","Cats,Dogs",760,"$760","Monthly",313,"Indianapolis","IN"
"244",5668622646,"1","2","USD","No","Thumbnail","None",650,"$650","Monthly",314,"Ogden","UT"
"245",5668622999,"1","0","USD","No","Thumbnail","Cats,Dogs",2695,"$2,695","Monthly",315,"San Francisco","CA"
"246",5668614536,"1","2","USD","No","Thumbnail","Cats",730,"$730","Monthly",315,"Anchorage","AK"
"247",5668638866,"1","0","USD","No","Thumbnail","Cats,Dogs",659,"$659","Monthly",315,"Lexington","KY"
"248",5668618184,"1","1","USD","No","Thumbnail","Cats,Dogs",775,"$775","Monthly",317,"Lafayette","IN"
"249",5664596628,"1","0","USD","No","Thumbnail","None",1350,"$1,350","Monthly",318,"Chevy Chase","MD"
"250",5664577721,"1","1","USD","No","Thumbnail","Cats,Dogs",1100,"$1,100","Monthly",319,"Chicago","IL"
"251",5664577140,"1","1","USD","No","Thumbnail","Cats",965,"$965","Monthly",320,"Chicago","IL"
"252",5664568331,"1","0","USD","No","Thumbnail","None",675,"$675","Monthly",320,"Cleveland","OH"
"253",5664570245,"1","1","USD","No","Thumbnail","None",925,"$925","Monthly",321,"Lakewood","CO"
"254",5668634897,"1","1","USD","No","Thumbnail","Cats,Dogs",845,"$845","Monthly",322,"Milwaukee","WI"
"255",5668616345,"1","2","USD","No","Thumbnail","None",700,"$700","Monthly",324,"Madison","WI"
"256",5508702256,"1","2","USD","No","Thumbnail","null",2700,"$2,700","Monthly",325,"Boston","MA"
"257",5668628784,"1","2","USD","No","Thumbnail","Cats",1995,"$1,995","Monthly",325,"Redondo Beach","CA"
"258",5668634930,"1","1","USD","No","Thumbnail","Dogs",1350,"$1,350","Monthly",325,"Seattle","WA"
"259",5668628347,"1","2","USD","No","Thumbnail","Cats,Dogs",1349,"$1,349","Monthly",325,"Chicago","IL"
"260",5668623751,"1","2","USD","No","Thumbnail","Cats,Dogs",975,"$975","Monthly",325,"Las Vegas","NV"
"261",5664575773,"1","0","USD","No","Thumbnail","Cats",925,"$925","Monthly",325,"Chicago","IL"
"262",5668614275,"1","2","USD","No","Thumbnail","Cats,Dogs",899,"$899","Monthly",325,"Chicago","IL"
